code,name,thshy
300351,永贵电器,轨交设备
600495,晋西车轴,轨交设备
688569,铁科轨道,轨交设备
688015,交控科技,轨交设备
300011,鼎汉技术,轨交设备
688285,高铁电气,轨交设备
603500,祥和实业,轨交设备
605001,威奥股份,轨交设备
300960,通业科技,轨交设备
605298,必得科技,轨交设备
300906,日月明,轨交设备
688459,哈铁科技,轨交设备
300594,朗进科技,轨交设备
300923,研奥股份,轨交设备
002972,科安达,轨交设备
001324,长青科技,轨交设备
688367,工大高科,轨交设备
300851,交大思诺,轨交设备
872541,铁大科技,轨交设备
301016,雷尔伟,轨交设备
601919,中远海控,港口航运
600018,上港集团,港口航运
601018,宁波港,港口航运
601872,招商轮船,港口航运
601298,青岛港,港口航运
600026,中远海能,港口航运
001872,招商港口,港口航运
601880,辽港股份,港口航运
601000,唐山港,港口航运
601866,中远海发,港口航运
601228,广州港,港口航运
603565,中谷物流,港口航运
601326,秦港股份,港口航运
600428,中远海特,港口航运
601975,招商南油,港口航运
002320,海峡股份,港口航运
600717,天津港,港口航运
000582,北部湾港,港口航运
000088,盐田港,港口航运
600179,安通控股,港口航运
600017,日照港,港口航运
600751,海航科技,港口航运
600279,重庆港,港口航运
000905,厦门港务,港口航运
601008,连云港,港口航运
000520,凤凰航运,港口航运
000507,珠海港,港口航运
603167,渤海轮渡,港口航运
600798,宁波海运,港口航运
002040,南京港,港口航运
603209,兴通股份,港口航运
600190,ST锦港,港口航运
001205,盛航股份,港口航运
603162,海通发展,港口航运
601022,宁波远洋,港口航运
601083,锦江航运,港口航运
833171,国航远洋,港口航运
601816,京沪高铁,公路铁路运输
601006,大秦铁路,公路铁路运输
001965,招商公路,公路铁路运输
600377,宁沪高速,公路铁路运输
600350,山东高速,公路铁路运输
600012,皖通高速,公路铁路运输
601333,广深铁路,公路铁路运输
001213,中铁特货,公路铁路运输
600548,深高速,公路铁路运输
000429,粤高速A,公路铁路运输
600269,赣粤高速,公路铁路运输
000828,东莞控股,公路铁路运输
601107,四川成渝,公路铁路运输
600611,大众交通,公路铁路运输
600033,福建高速,公路铁路运输
600020,中原高速,公路铁路运输
600125,铁龙物流,公路铁路运输
600368,五洲交通,公路铁路运输
000557,西部创业,公路铁路运输
600106,重庆路桥,公路铁路运输
000755,山西高速,公路铁路运输
600035,楚天高速,公路铁路运输
000900,现代投资,公路铁路运输
603069,海汽集团,公路铁路运输
600650,锦江在线,公路铁路运输
601518,吉林高速,公路铁路运输
601188,龙江交通,公路铁路运输
600834,申通地铁,公路铁路运输
000548,湖南投资,公路铁路运输
002357,富临运业,公路铁路运输
600561,江西长运,公路铁路运输
600019,宝钢股份,钢铁
600010,包钢股份,钢铁
000708,中信特钢,钢铁
000932,华菱钢铁,钢铁
600282,南钢股份,钢铁
000629,钒钛股份,钢铁
000709,河钢股份,钢铁
002318,久立特材,钢铁
000825,太钢不锈,钢铁
000959,首钢股份,钢铁
600516,方大炭素,钢铁
600295,鄂尔多斯,钢铁
000898,鞍钢股份,钢铁
600808,马钢股份,钢铁
600126,杭钢股份,钢铁
600022,山东钢铁,钢铁
000778,新兴铸管,钢铁
002075,沙钢股份,钢铁
601969,海南矿业,钢铁
601005,重庆钢铁,钢铁
000761,本钢板材,钢铁
600399,抚顺特钢,钢铁
001203,大中矿业,钢铁
600782,新钢股份,钢铁
600307,酒钢宏兴,钢铁
600507,方大特钢,钢铁
000923,河钢资源,钢铁
601686,友发集团,钢铁
002110,三钢闽光,钢铁
600117,西宁特钢,钢铁
601003,柳钢股份,钢铁
603995,甬金股份,钢铁
000717,中南股份,钢铁
600569,安阳钢铁,钢铁
600231,凌钢股份,钢铁
600581,八一钢铁,钢铁
002478,常宝股份,钢铁
000655,金岭矿业,钢铁
688186,广大特材,钢铁
603878,武进不锈,钢铁
002443,金洲管道,钢铁
600382,广东明珠,钢铁
601121,宝地矿业,钢铁
603191,望变电气,钢铁
300881,盛德鑫泰,钢铁
839719,宁新新材,钢铁
000725,京东方A,光学光电子
000100,TCL科技,光学光电子
600703,三安光电,光学光电子
002456,欧菲光,光学光电子
002273,水晶光电,光学光电子
600707,彩虹股份,光学光电子
000050,深天马A,光学光电子
300088,长信科技,光学光电子
002222,福晶科技,光学光电子
300296,利亚德,光学光电子
002387,维信诺,光学光电子
688055,龙腾光电,光学光电子
688538,和辉光电,光学光电子
000727,冠捷科技,光学光电子
000536,华映科技,光学光电子
688322,奥比中光,光学光电子
603515,欧普照明,光学光电子
688127,蓝特光学,光学光电子
600552,凯盛科技,光学光电子
603297,永新光学,光学光电子
002654,万润科技,光学光电子
002036,联创电子,光学光电子
002992,宝明科技,光学光电子
300102,乾照光电,光学光电子
002745,木林森,光学光电子
300303,聚飞光电,光学光电子
605365,立达信,光学光电子
002106,莱宝高科,光学光电子
002217,*ST合泰,光学光电子
002449,国星光电,光学光电子
300489,光智科技,光学光电子
000541,佛山照明,光学光电子
300323,华灿光电,光学光电子
300232,洲明科技,光学光电子
300708,聚灿光电,光学光电子
600071,凤凰光学,光学光电子
605218,伟时电子,光学光电子
603303,得邦照明,光学光电子
300219,鸿利智汇,光学光电子
688195,腾景科技,光学光电子
603773,沃格光电,光学光电子
002765,蓝黛科技,光学光电子
300120,经纬辉开,光学光电子
000045,深纺织A,光学光电子
603703,盛洋科技,光学光电子
688010,福光股份,光学光电子
002955,鸿合科技,光学光电子
300331,苏大维格,光学光电子
688181,八亿时空,光学光电子
600261,阳光照明,光学光电子
300566,激智科技,光学光电子
003019,宸展光电,光学光电子
688299,长阳科技,光学光电子
300939,秋田微,光学光电子
002845,同兴达,光学光电子
002137,实益达,光学光电子
002876,三利谱,光学光电子
002962,五方光电,光学光电子
003015,日久光电,光学光电子
002952,亚世光电,光学光电子
000509,华塑控股,光学光电子
688079,美迪凯,光学光电子
300545,联得装备,光学光电子
688502,茂莱光学,光学光电子
300241,瑞丰光电,光学光电子
002587,奥拓电子,光学光电子
300076,GQY视讯,光学光电子
002724,海洋王,光学光电子
002638,勤上股份,光学光电子
605588,冠石科技,光学光电子
300582,英飞特,光学光电子
300389,艾比森,光学光电子
300909,汇创达,光学光电子
300752,隆利科技,光学光电子
301183,东田微,光学光电子
300162,雷曼光电,光学光电子
002983,芯瑞达,光学光电子
002076,星光股份,光学光电子
300701,森霸传感,光学光电子
300632,光莆股份,光学光电子
001308,康冠科技,光学光电子
300808,久量股份,光学光电子
301421,波长光电,光学光电子
000020,深华发A,光学光电子
002723,小崧股份,光学光电子
603679,华体科技,光学光电子
301321,翰博高新,光学光电子
300269,联建光电,光学光电子
688496,清越科技,光学光电子
300940,南极光,光学光电子
603685,晨丰科技,光学光电子
301379,天山电子,光学光电子
300625,三雄极光,光学光电子
301045,天禄科技,光学光电子
873001,纬达光电,光学光电子
300889,爱克股份,光学光电子
300301,*ST长方,光学光电子
301002,崧盛股份,光学光电子
835438,戈碧迦,光学光电子
301362,民爆光电,光学光电子
873339,恒太照明,光学光电子
001373,翔腾新材,光学光电子
002289,ST宇顺,光学光电子
301106,骏成科技,光学光电子
001326,联域股份,光学光电子
002808,ST恒久,光学光电子
601899,紫金矿业,工业金属
603993,洛阳钼业,工业金属
601600,中国铝业,工业金属
000807,云铝股份,工业金属
600219,南山铝业,工业金属
600362,江西铜业,工业金属
601168,西部矿业,工业金属
000933,神火股份,工业金属
000630,铜陵有色,工业金属
002532,天山铝业,工业金属
600497,驰宏锌锗,工业金属
000878,云南铜业,工业金属
603979,金诚信,工业金属
002203,海亮股份,工业金属
000426,兴业银锡,工业金属
601212,白银有色,工业金属
601702,华峰铝业,工业金属
000060,中金岭南,工业金属
601677,明泰铝业,工业金属
000737,北方铜业,工业金属
000688,国城矿业,工业金属
002171,楚江新材,工业金属
600595,中孚实业,工业金属
601020,华钰矿业,工业金属
002379,宏创控股,工业金属
600888,新疆众和,工业金属
600338,西藏珠峰,工业金属
000758,中色股份,工业金属
601609,金田股份,工业金属
300337,银邦股份,工业金属
603876,鼎胜新材,工业金属
000612,焦作万方,工业金属
000603,盛达资源,工业金属
600531,豫光金铅,工业金属
600490,鹏欣资源,工业金属
600361,创新新材,工业金属
600961,株冶集团,工业金属
002501,利源股份,工业金属
601388,怡球资源,工业金属
002540,亚太科技,工业金属
002988,豪美新材,工业金属
000751,锌业股份,工业金属
300057,万顺新材,工业金属
300697,电工合金,工业金属
603527,众源新材,工业金属
002824,和胜股份,工业金属
002160,常铝股份,工业金属
003038,鑫铂股份,工业金属
002996,顺博合金,工业金属
002578,闽发铝业,工业金属
605208,永茂泰,工业金属
600615,丰华股份,工业金属
603937,丽岛新材,工业金属
002114,罗平锌电,工业金属
603132,金徽股份,工业金属
002295,精艺股份,工业金属
600768,宁波富邦,工业金属
871634,新威凌,工业金属
600388,龙净环保,环保设备
000967,盈峰环境,环保设备
603279,景津装备,环保设备
600817,宇通重工,环保设备
000551,创元科技,环保设备
300862,蓝盾光电,环保设备
301030,仕净科技,环保设备
603324,盛剑科技,环保设备
600526,菲达环保,环保设备
300137,ST先河,环保设备
300631,久吾高科,环保设备
300800,力合科技,环保设备
002658,雪迪龙,环保设备
300786,国林科技,环保设备
688600,皖仪科技,环保设备
688376,美埃科技,环保设备
688501,青达环保,环保设备
301081,严牌股份,环保设备
300385,雪浪环境,环保设备
000890,法尔胜,环保设备
688335,复洁环保,环保设备
688309,恒誉环保,环保设备
000820,神雾节能,环保设备
603282,亚光股份,环保设备
688671,碧兴物联,环保设备
301288,清研环境,环保设备
001336,楚环科技,环保设备
832145,恒合股份,环保设备
832802,保丽洁,环保设备
603568,伟明环保,环境治理
600008,首创环保,环境治理
601158,重庆水务,环境治理
000598,兴蓉环境,环境治理
600323,瀚蓝环境,环境治理
300070,碧水源,环境治理
002266,浙富控股,环境治理
601827,三峰环境,环境治理
300779,惠城环保,环境治理
000035,中国天楹,环境治理
000685,中山公用,环境治理
600461,洪城环境,环境治理
601200,上海环境,环境治理
600292,远达环保,环境治理
000544,中原环保,环境治理
000885,城发环境,环境治理
003039,顺控发展,环境治理
603588,高能环境,环境治理
002310,*ST东园,环境治理
600217,中再资环,环境治理
600874,创业环保,环境治理
002210,飞马国际,环境治理
300355,蒙草生态,环境治理
300197,节能铁汉,环境治理
002034,旺能环境,环境治理
301127,天源环保,环境治理
601330,绿色动力,环境治理
300140,节能环境,环境治理
300815,玉禾田,环境治理
002573,清新环境,环境治理
002717,岭南股份,环境治理
600187,国中水务,环境治理
300388,节能国祯,环境治理
601199,江南水务,环境治理
300056,中创环保,环境治理
603126,中材节能,环境治理
603686,福龙马,环境治理
600283,钱江水利,环境治理
300664,鹏鹞环保,环境治理
600168,武汉控股,环境治理
300266,兴源环境,环境治理
688101,三达膜,环境治理
002549,凯美特气,环境治理
300425,中建环能,环境治理
601368,绿城水务,环境治理
603200,上海洗霸,环境治理
603759,海天股份,环境治理
301259,艾布鲁,环境治理
002672,东江环保,环境治理
600769,祥龙电业,环境治理
300152,新动力,环境治理
000711,*ST京蓝,环境治理
002645,华宏科技,环境治理
000068,华控赛格,环境治理
603315,福鞍股份,环境治理
301068,大地海洋,环境治理
000546,金圆股份,环境治理
301175,中科环保,环境治理
300864,南大环境,环境治理
300187,永清环保,环境治理
688057,金达莱,环境治理
603817,海峡环保,环境治理
000826,启迪环境,环境治理
300190,维尔利,环境治理
300172,中电环保,环境治理
000605,渤海股份,环境治理
300867,圣元环保,环境治理
603359,东珠生态,环境治理
603797,联泰环保,环境治理
000803,山高环能,环境治理
301049,超越科技,环境治理
300422,博世科,环境治理
301305,朗坤环境,环境治理
002778,中晟高科,环境治理
601033,永兴股份,环境治理
300692,中环环保,环境治理
002973,侨银股份,环境治理
301500,飞南资源,环境治理
688480,赛恩斯,环境治理
600796,钱江生化,环境治理
300774,倍杰特,环境治理
688069,德林海,环境治理
688466,金科环境,环境治理
301109,军信股份,环境治理
003027,同兴科技,环境治理
300614,百川畅银,环境治理
301265,华新环保,环境治理
300961,深水海纳,环境治理
603177,德创环保,环境治理
603291,联合水务,环境治理
688679,通源环境,环境治理
603903,中持股份,环境治理
301203,国泰环保,环境治理
300948,冠中生态,环境治理
605081,太和水,环境治理
688096,京源环保,环境治理
002887,绿茵生态,环境治理
688178,万德斯,环境治理
300958,建工修复,环境治理
300929,华骐环保,环境治理
301519,舜禹股份,环境治理
001230,劲旅环境,环境治理
831370,新安洁,环境治理
688565,力源科技,环境治理
688370,丛麟科技,环境治理
300899,上海凯鑫,环境治理
301372,科净源,环境治理
836263,中航泰达,环境治理
688485,九州一轨,环境治理
688701,卓锦股份,环境治理
301148,嘉戎技术,环境治理
300854,中兰环保,环境治理
605069,正和生态,环境治理
603613,国联股份,互联网电商
002024,ST易购,互联网电商
002127,南极电商,互联网电商
002315,焦点科技,互联网电商
002640,跨境通,互联网电商
300592,华凯易佰,互联网电商
300792,壹网壹创,互联网电商
601113,华鼎股份,互联网电商
301381,赛维时代,互联网电商
002803,吉宏股份,互联网电商
003010,若羽臣,互联网电商
605136,丽人丽妆,互联网电商
301110,青木科技,互联网电商
300209,*ST有树,互联网电商
300518,新迅达,互联网电商
301558,三态股份,互联网电商
300464,星徽股份,互联网电商
301001,凯淳股份,互联网电商
600539,狮头股份,互联网电商
600365,ST通葡,互联网电商
600839,四川长虹,黑色家电
002429,兆驰股份,黑色家电
600060,海信视像,黑色家电
000810,创维数字,黑色家电
000801,四川九洲,黑色家电
688696,极米科技,黑色家电
688609,九联科技,黑色家电
002848,高斯贝尔,黑色家电
301578,辰奕智能,黑色家电
002064,华峰化学,化学纤维
601233,桐昆股份,化学纤维
603225,新凤鸣,化学纤维
000420,吉林化纤,化学纤维
600810,神马股份,化学纤维
000936,华西股份,化学纤维
600063,皖维高新,化学纤维
002254,泰和新材,化学纤维
600370,三房巷,化学纤维
600889,南京化纤,化学纤维
000949,新乡化纤,化学纤维
002206,海利得,化学纤维
605166,聚合顺,化学纤维
000677,恒天海龙,化学纤维
836077,吉林碳谷,化学纤维
002427,尤夫股份,化学纤维
300905,宝丽迪,化学纤维
688295,中复神鹰,化学纤维
688722,同益中,化学纤维
000782,恒申新材,化学纤维
603332,苏州龙杰,化学纤维
300876,蒙泰高新,化学纤维
002998,优彩资源,化学纤维
301057,汇隆新材,化学纤维
600989,宝丰能源,化学原料
601216,君正集团,化学原料
002601,龙佰集团,化学原料
000830,鲁西化工,化学原料
000683,远兴能源,化学原料
601568,北元集团,化学原料
002145,中核钛白,化学原料
000818,航锦科技,化学原料
600623,华谊集团,化学原料
600328,中盐化工,化学原料
600409,三友化工,化学原料
002092,ST中泰,化学原料
000990,诚志股份,化学原料
600935,华塑股份,化学原料
603227,雪峰科技,化学原料
603299,苏盐井神,化学原料
600955,维远股份,化学原料
600746,江苏索普,化学原料
600586,金晶科技,化学原料
601678,滨化股份,化学原料
600075,新疆天业,化学原料
600618,氯碱化工,化学原料
002274,华昌化工,化学原料
600929,雪天盐业,化学原料
603067,振华股份,化学原料
301069,凯盛新材,化学原料
002386,天原股份,化学原料
000822,山东海化,化学原料
603113,金能科技,化学原料
002469,三维化学,化学原料
300082,奥克股份,化学原料
001217,华尔泰,化学原料
603938,三孚股份,化学原料
002109,兴化股份,化学原料
603213,镇洋发展,化学原料
600367,红星发展,化学原料
601065,江盐集团,化学原料
000707,双环科技,化学原料
600722,金牛化工,化学原料
600610,中毅达,化学原料
300891,惠云钛业,化学原料
600714,金瑞矿业,化学原料
300927,江天化学,化学原料
000635,英力特,化学原料
600423,柳化股份,化学原料
000545,金浦钛业,化学原料
600844,丹化科技,化学原料
002136,安纳达,化学原料
000510,新金路,化学原料
301118,恒光股份,化学原料
002748,ST世龙,化学原料
600319,亚星化学,化学原料
430489,佳先股份,化学原料
003017,大洋生物,化学原料
301190,善水科技,化学原料
000691,亚太实业,化学原料
301256,华融化学,化学原料
831304,迪尔化工,化学原料
603276,恒兴新材,化学原料
600309,万华化学,化学制品
603260,合盛硅业,化学制品
600160,巨化股份,化学制品
002648,卫星化学,化学制品
600352,浙江龙盛,化学制品
600299,安迪苏,化学制品
600873,梅花生物,化学制品
600378,昊华科技,化学制品
603379,三美股份,化学制品
688065,凯赛生物,化学制品
002430,杭氧股份,化学制品
002683,广东宏大,化学制品
002226,江南化工,化学制品
600500,中化国际,化学制品
603505,金石资源,化学制品
002407,多氟多,化学制品
002597,金禾实业,化学制品
002497,雅化集团,化学制品
300641,正丹股份,化学制品
600273,嘉化能源,化学制品
300741,华宝股份,化学制品
300910,瑞丰新材,化学制品
300821,东岳硅材,化学制品
300072,海新能科,化学制品
603977,国泰集团,化学制品
605020,永和股份,化学制品
300109,新开源,化学制品
002326,永太科技,化学制品
600866,星湖科技,化学制品
688639,华恒生物,化学制品
002827,高争民爆,化学制品
300596,利安隆,化学制品
603181,皇马科技,化学制品
002440,闰土股份,化学制品
300343,联创股份,化学制品
603281,江瀚新材,化学制品
000881,中广核技,化学制品
002096,易普力,化学制品
300067,安诺其,化学制品
002246,北化股份,化学制品
300174,元力股份,化学制品
605016,百龙创园,化学制品
300041,回天新材,化学制品
300019,硅宝科技,化学制品
688625,呈和科技,化学制品
603010,万盛股份,化学制品
603155,新亚强,化学制品
603867,新化股份,化学制品
605077,华康股份,化学制品
688157,松井股份,化学制品
600230,沧州大化,化学制品
301090,华润材料,化学制品
002637,赞宇科技,化学制品
300758,七彩化学,化学制品
003002,壶化股份,化学制品
002810,山东赫达,化学制品
300727,润禾材料,化学制品
300848,美瑞新材,化学制品
688196,卓越新能,化学制品
600727,鲁北化工,化学制品
603722,阿科力,化学制品
603823,百合花,化学制品
688179,阿拉丁,化学制品
002455,百川股份,化学制品
002915,中欣氟材,化学制品
002783,凯龙股份,化学制品
002037,保利联合,化学制品
605399,晨光新材,化学制品
603822,嘉澳环保,化学制品
300200,高盟新材,化学制品
605366,宏柏新材,化学制品
300107,建新股份,化学制品
603217,元利科技,化学制品
688269,凯立新材,化学制品
603980,吉华集团,化学制品
002165,红宝丽,化学制品
688089,嘉必优,化学制品
603916,苏博特,化学制品
300522,世名科技,化学制品
300225,金力泰,化学制品
002453,华软科技,化学制品
603739,蔚蓝生物,化学制品
688133,泰坦科技,化学制品
002971,和远气体,化学制品
002562,兄弟科技,化学制品
603020,爱普股份,化学制品
603110,东方材料,化学制品
603948,建业股份,化学制品
002669,康达新材,化学制品
301216,万凯新材,化学制品
300858,科拓生物,化学制品
301036,双乐股份,化学制品
301206,三元生物,化学制品
688571,杭华股份,化学制品
300798,锦鸡股份,化学制品
002917,金奥博,化学制品
603681,永冠新材,化学制品
688199,久日新材,化学制品
603683,晶华新材,化学制品
300169,天晟新材,化学制品
300214,日科化学,化学制品
000565,渝三峡A,化学制品
603079,圣达生物,化学制品
688398,赛特新材,化学制品
300829,金丹科技,化学制品
002054,德美化工,化学制品
002802,洪汇新材,化学制品
688357,建龙微纳,化学制品
300637,扬帆新材,化学制品
301076,新瀚新材,化学制品
300801,泰和科技,化学制品
603790,雅运股份,化学制品
002319,乐通股份,化学制品
603192,汇得科技,化学制品
301149,隆华新材,化学制品
688129,东来技术,化学制品
603255,鼎际得,化学制品
603188,亚邦股份,化学制品
002666,德联集团,化学制品
603041,美思德,化学制品
603968,醋化股份,化学制品
002909,集泰股份,化学制品
301220,亚香股份,化学制品
300721,怡达股份,化学制品
834261,一诺威,化学制品
300610,晨化股份,化学制品
002360,同德化工,化学制品
300437,清水源,化学制品
834033,康普化学,化学制品
600165,*ST宁科,化学制品
688350,富淼科技,化学制品
002211,宏达新材,化学制品
603051,鹿山新材,化学制品
603065,宿迁联盛,化学制品
301618,长联科技,化学制品
301286,侨源股份,化学制品
603125,常青科技,化学制品
603310,巍华新材,化学制品
001218,丽臣实业,化学制品
301617,博苑股份,化学制品
603004,鼎龙科技,化学制品
300405,科隆股份,化学制品
301283,聚胶股份,化学制品
301077,星华新材,化学制品
603062,麦加芯彩,化学制品
002591,恒大高新,化学制品
002809,红墙股份,化学制品
605566,福莱蒽特,化学制品
688659,元琛科技,化学制品
001358,兴欣新材,化学制品
300535,达威股份,化学制品
300665,飞鹿股份,化学制品
603285,键邦股份,化学制品
301585,蓝宇股份,化学制品
301156,美农生物,化学制品
301518,长华化学,化学制品
830974,凯大催化,化学制品
301100,风光股份,化学制品
603172,万丰股份,化学制品
301209,联合化学,化学制品
836422,润普食品,化学制品
832471,美邦科技,化学制品
301212,联盛化学,化学制品
836419,万德股份,化学制品
301037,保立佳,化学制品
836957,汉维科技,化学制品
871970,大禹生物,化学制品
920016,中草香料,化学制品
600276,恒瑞医药,化学制药
002001,新和成,化学制药
000963,华东医药,化学制药
600196,复星医药,化学制药
002422,科伦药业,化学制药
600079,人福医药,化学制药
002294,信立泰,化学制药
300765,新诺威,化学制药
688578,艾力斯,化学制药
600521,华海药业,化学制药
300558,贝达药业,化学制药
000513,丽珠集团,化学制药
002262,恩华药业,化学制药
603707,健友股份,化学制药
600380,健康元,化学制药
600062,华润双鹤,化学制药
000739,普洛药业,化学制药
688235,百济神州,化学制药
300255,常山药业,化学制药
002653,海思科,化学制药
688506,百利天恒,化学制药
688266,泽璟制药,化学制药
600420,国药现代,化学制药
600216,浙江医药,化学制药
000766,通化金马,化学制药
002399,海普瑞,化学制药
688166,博瑞医药,化学制药
002755,奥赛康,化学制药
688076,诺泰生物,化学制药
600664,哈药股份,化学制药
600267,海正药业,化学制药
002332,仙琚制药,化学制药
300573,兴齐眼药,化学制药
002020,京新药业,化学制药
002675,东诚药业,化学制药
002019,亿帆医药,化学制药
300199,翰宇药业,化学制药
600812,华北制药,化学制药
600789,鲁抗医药,化学制药
002004,华邦健康,化学制药
605116,奥锐特,化学制药
002099,海翔药业,化学制药
688091,上海谊众,化学制药
603229,奥翔药业,化学制药
300401,花园生物,化学制药
688321,微芯生物,化学制药
000597,东北制药,化学制药
301301,川宁生物,化学制药
300723,一品红,化学制药
000756,新华制药,化学制药
300705,九典制药,化学制药
688690,纳微科技,化学制药
000813,德展健康,化学制药
002038,双鹭药业,化学制药
688658,悦康药业,化学制药
600200,江苏吴中,化学制药
000915,华特达因,化学制药
605507,国邦医药,化学制药
603367,辰欣药业,化学制药
002102,能特科技,化学制药
002550,千红制药,化学制药
000566,海南海药,化学制药
688505,复旦张江,化学制药
002437,誉衡药业,化学制药
688192,迪哲医药,化学制药
688513,苑东生物,化学制药
688382,益方生物,化学制药
600624,复旦复华,化学制药
688553,汇宇制药,化学制药
600488,津药药业,化学制药
002393,力生制药,化学制药
300436,广生堂,化学制药
300233,金城医药,化学制药
688566,吉贝尔,化学制药
300158,振东制药,化学制药
300194,福安药业,化学制药
300111,向日葵,化学制药
603676,卫信康,化学制药
600851,海欣股份,化学制药
002793,罗欣药业,化学制药
300110,华仁药业,化学制药
300267,尔康制药,化学制药
301263,泰恩康,化学制药
688799,华纳药厂,化学制药
300006,莱美药业,化学制药
000919,金陵药业,化学制药
000788,北大医药,化学制药
300583,赛托生物,化学制药
830946,森萱医药,化学制药
300497,富祥药业,化学制药
603669,灵康药业,化学制药
603235,天新药业,化学制药
603520,司太立,化学制药
000908,*ST景峰,化学制药
688221,前沿生物,化学制药
000931,中关村,化学制药
300702,天宇股份,化学制药
300204,舒泰神,化学制药
688356,键凯科技,化学制药
300381,溢多利,化学制药
600613,神奇制药,化学制药
603351,威尔药业,化学制药
601089,福元医药,化学制药
300016,北陆药业,化学制药
300636,同和药业,化学制药
688117,圣诺生物,化学制药
600513,联环药业,化学制药
300434,金石亚药,化学制药
000153,丰原药业,化学制药
603538,美诺华,化学制药
301089,拓新药业,化学制药
688176,亚虹医药,化学制药
603811,诚意药业,化学制药
003020,立方制药,化学制药
002923,润都股份,化学制药
002940,昂利康,化学制药
300452,山河药辅,化学制药
301246,宏源药业,化学制药
832735,德源药业,化学制药
688302,海创药业,化学制药
300630,普利制药,化学制药
605177,东亚药业,化学制药
603168,莎普爱思,化学制药
300086,康芝药业,化学制药
002370,亚太药业,化学制药
600774,汉商集团,化学制药
301281,科源制药,化学制药
000953,河化股份,化学制药
300254,仟源医药,化学制药
002365,永安药业,化学制药
000952,广济药业,化学制药
002826,易明医药,化学制药
688189,南新制药,化学制药
688373,盟科药业,化学制药
002742,ST三圣,化学制药
002900,哈三联,化学制药
300584,海辰药业,化学制药
430017,星昊医药,化学制药
688197,首药控股,化学制药
301211,亨迪药业,化学制药
301130,西点药业,化学制药
688247,宣泰医药,化学制药
301075,多瑞医药,化学制药
301507,民生健康,化学制药
301065,本立科技,化学制药
300966,共同药业,化学制药
603207,小方制药,化学制药
301277,新天地,化学制药
832566,梓橦宫,化学制药
002898,赛隆药业,化学制药
002872,ST天圣,化学制药
301258,富士莱,化学制药
001367,海森药业,化学制药
873167,新赣江,化学制药
430478,峆一药业,化学制药
836547,无锡晶海,化学制药
833230,欧康医药,化学制药
870656,海昇药业,化学制药
000938,紫光股份,IT服务
600845,宝信软件,IT服务
301236,软通动力,IT服务
600536,中国软件,IT服务
300339,润和软件,IT服务
000158,常山北明,IT服务
688568,中科星图,IT服务
300017,网宿科技,IT服务
300496,中科创达,IT服务
002195,岩山科技,IT服务
600131,国网信通,IT服务
002065,东华软件,IT服务
000034,神州数码,IT服务
600271,航天信息,IT服务
600446,金证股份,IT服务
300212,易华录,IT服务
688088,虹软科技,IT服务
600850,电科数字,IT服务
002368,太极股份,IT服务
002373,千方科技,IT服务
300674,宇信科技,IT服务
300682,朗新集团,IT服务
688343,云天励飞,IT服务
300170,汉得信息,IT服务
603171,税友股份,IT服务
600718,东软集团,IT服务
300290,荣科科技,IT服务
300168,万达信息,IT服务
000555,神州信息,IT服务
300678,中科信息,IT服务
600728,佳都科技,IT服务
300634,彩讯股份,IT服务
688327,云从科技,IT服务
300166,东方国信,IT服务
002232,启明信息,IT服务
600410,华胜天成,IT服务
600734,实达集团,IT服务
603859,能科科技,IT服务
600797,浙大网新,IT服务
300079,数码视讯,IT服务
002777,久远银海,IT服务
002421,达实智能,IT服务
600589,大位科技,IT服务
002649,博彦科技,IT服务
301316,慧博云通,IT服务
688787,海天瑞声,IT服务
300872,天阳科技,IT服务
002657,中科金财,IT服务
603636,南威软件,IT服务
300687,赛意信息,IT服务
002401,中远海科,IT服务
600571,信雅达,IT服务
688158,优刻得,IT服务
300287,飞利信,IT服务
300532,今天国际,IT服务
300541,先进数通,IT服务
300399,天利科技,IT服务
002642,荣联科技,IT服务
603918,金桥信息,IT服务
300245,天玑科技,IT服务
600756,浪潮软件,IT服务
300231,银信科技,IT服务
300523,辰安科技,IT服务
688365,光云科技,IT服务
300044,赛为智能,IT服务
301085,亚康股份,IT服务
688258,卓易信息,IT服务
600225,*ST卓朗,IT服务
300248,新开普,IT服务
603138,海量数据,IT服务
300288,朗玛信息,IT服务
002609,捷顺科技,IT服务
300277,海联讯,IT服务
000409,云鼎科技,IT服务
300440,运达科技,IT服务
605398,新炬网络,IT服务
300078,思创医惠,IT服务
300448,浩云科技,IT服务
002474,榕基软件,IT服务
002771,真视通,IT服务
300609,汇纳科技,IT服务
688228,开普云,IT服务
688039,当虹科技,IT服务
002331,皖通科技,IT服务
603869,ST智知,IT服务
002908,德生科技,IT服务
688562,航天软件,IT服务
002380,科远智慧,IT服务
688207,格灵深瞳,IT服务
300020,*ST银江,IT服务
688500,慧辰股份,IT服务
300746,汉嘉设计,IT服务
600476,湘邮科技,IT服务
300150,世纪瑞尔,IT服务
300250,初灵信息,IT服务
002197,ST证通,IT服务
839493,并行科技,IT服务
003005,竞业达,IT服务
300264,佳创视讯,IT服务
839790,联迪信息,IT服务
301172,君逸数码,IT服务
688229,博睿数据,IT服务
300300,ST峡创,IT服务
688227,品高股份,IT服务
301248,杰创智能,IT服务
301208,中亦科技,IT服务
301556,托普云农,IT服务
688051,佳华科技,IT服务
300419,ST浩丰,IT服务
835305,云创数据,IT服务
